fips_txt,Stabr,area_name,median_HHI_2019,bach_deg_pct_14to18,Latitude,Longitude
1001,AL,"Autauga County, AL",58233.00,27.7,32.53638,-86.64449
1003,AL,"Baldwin County, AL",59871.00,31.3,30.65922,-87.746067
1005,AL,"Barbour County, AL",35972.00,12.2,31.87067,-85.405456
1007,AL,"Bibb County, AL",47918.00,11.5,33.01589,-87.127148
1009,AL,"Blount County, AL",52902.00,12.6,33.97745,-86.567246
1011,AL,"Bullock County, AL",31906.00,13.3,32.10176,-85.717261
1013,AL,"Butler County, AL",39944.00,16.1,31.75167,-86.681969
1015,AL,"Calhoun County, AL",47747.00,18,33.77171,-85.822513
1017,AL,"Chambers County, AL",42015.00,13.2,32.91794,-85.391812
1019,AL,"Cherokee County, AL",45982.00,12.9,34.06952,-85.654242
1021,AL,"Chilton County, AL",49692.00,14.2,32.85406,-86.726628
1023,AL,"Choctaw County, AL",39808.00,13,31.99101,-88.248887
1025,AL,"Clarke County, AL",43822.00,12.6,31.68552,-87.818624
1027,AL,"Clay County, AL",40562.00,10.2,33.26781,-85.862051
1029,AL,"Cleburne County, AL",51276.00,13.7,33.67198,-85.516109
1031,AL,"Coffee County, AL",57299.00,23.4,31.40218,-85.989201
1033,AL,"Colbert County, AL",46683.00,18.7,34.70311,-87.801457
1035,AL,"Conecuh County, AL",41539.00,10.7,31.42829,-86.992029
1037,AL,"Coosa County, AL",42024.00,11.6,32.93145,-86.243482
1039,AL,"Covington County, AL",44836.00,14.9,31.24399,-86.448721
1041,AL,"Crenshaw County, AL",43309.00,15.6,31.73283,-86.319222
1043,AL,"Cullman County, AL",50897.00,13.7,34.13192,-86.869267
1045,AL,"Dale County, AL",45120.00,17,31.43065,-85.609476
1047,AL,"Dallas County, AL",34034.00,15.1,32.33354,-87.114356
1049,AL,"DeKalb County, AL",44277.00,12.7,34.46093,-85.803992
1051,AL,"Elmore County, AL",62310.00,24.5,32.59723,-86.142739
1053,AL,"Escambia County, AL",42712.00,12.7,31.12175,-87.168429
1055,AL,"Etowah County, AL",43047.00,17.7,34.04764,-86.03442
1057,AL,"Fayette County, AL",44212.00,12.9,33.73225,-87.752049
1059,AL,"Franklin County, AL",44874.00,12.9,34.44199,-87.842815
1061,AL,"Geneva County, AL",43089.00,11.1,31.09087,-85.824346
1063,AL,"Greene County, AL",28699.00,10.1,32.8445,-87.964201
1065,AL,"Hale County, AL",40745.00,14.1,32.7528,-87.623061
1067,AL,"Henry County, AL",48597.00,18,31.51698,-85.239971
1069,AL,"Houston County, AL",50138.00,21,31.15819,-85.296398
1071,AL,"Jackson County, AL",44322.00,14.2,34.76352,-85.9774
1073,AL,"Jefferson County, AL",54127.00,32.4,33.55344,-86.896536
1075,AL,"Lamar County, AL",42686.00,12.5,33.78709,-88.087431
1077,AL,"Lauderdale County, AL",48188.00,23.9,34.90412,-87.650997
1079,AL,"Lawrence County, AL",47797.00,11.7,34.52978,-87.321865
1081,AL,"Lee County, AL",54160.00,34.1,32.60406,-85.353048
1083,AL,"Limestone County, AL",64729.00,25.5,34.81024,-86.9814
1085,AL,"Lowndes County, AL",33930.00,14.1,32.14789,-86.650586
1087,AL,"Macon County, AL",34281.00,20.7,32.38703,-85.692887
1089,AL,"Madison County, AL",68609.00,41.7,34.76424,-86.55108
1091,AL,"Marengo County, AL",38838.00,15.4,32.24759,-87.791091
1093,AL,"Marion County, AL",44675.00,13.1,34.13822,-87.881551
1095,AL,"Marshall County, AL",48913.00,19.2,34.30956,-86.321668
1097,AL,"Mobile County, AL",49492.00,22.9,30.68457,-88.196568
1099,AL,"Monroe County, AL",40005.00,14.1,31.58033,-87.383266
1101,AL,"Montgomery County, AL",52711.00,32.1,32.20365,-86.203831
1103,AL,"Morgan County, AL",54355.00,21.7,34.45448,-86.846402
1105,AL,"Perry County, AL",29572.00,15.7,32.63901,-87.293827
1107,AL,"Pickens County, AL",40249.00,13.5,33.29681,-88.096878
1109,AL,"Pike County, AL",41271.00,23.6,31.79873,-85.941997
1111,AL,"Randolph County, AL",42922.00,14.9,33.29648,-85.464068
1113,AL,"Russell County, AL",43670.00,16.5,32.28981,-85.18698
1115,AL,"St. Clair County, AL",65403.00,16.5,33.71296,-86.315663
1117,AL,"Shelby County, AL",77801.00,42.1,33.26294,-86.678104
1119,AL,"Sumter County, AL",29209.00,21.8,32.59748,-88.200057
1121,AL,"Talladega County, AL",47719.00,14.3,33.36928,-86.175805
1123,AL,"Tallapoosa County, AL",47100.00,18.3,32.86337,-85.799553
1125,AL,"Tuscaloosa County, AL",52307.00,30.3,33.2902,-87.52286
1127,AL,"Walker County, AL",45991.00,11.6,33.79157,-87.301092
1129,AL,"Washington County, AL",48864.00,11.1,31.40697,-88.202078
1131,AL,"Wilcox County, AL",30998.00,12.5,31.99033,-87.302205
1133,AL,"Winston County, AL",40827.00,13.5,34.15589,-87.364147
2013,AK,"Aleutians East Borough, AK",66923.00,12.7,55.24372,-161.950749
2016,AK,"Aleutians West Census Area, AK",84726.00,16.4,51.95945,-178.338813
2020,AK,"Anchorage Borough/municipality, AK",82512.00,35.3,61.17755,-149.274354
2050,AK,"Bethel Census Area, AK",48262.00,12.3,60.92892,-160.15335
2060,AK,"Bristol Bay Borough, AK",87950.00,22.3,58.73137,-156.986612
2068,AK,"Denali Borough, AK",78434.00,43.5,63.68273,-150.026719
2070,AK,"Dillingham Census Area, AK",57436.00,19.3,59.82482,-158.602233
2090,AK,"Fairbanks North Star Borough, AK",74076.00,32.6,64.69083,-146.599867
2100,AK,"Haines Borough, AK",62548.00,37.4,59.09991,-135.578102
2105,AK,"Hoonah-Angoon Census Area, AK",53141.00,23.4,58.07643,-135.1851
2110,AK,"Juneau Borough/city, AK",85419.00,39.5,58.3727,-134.178781
2122,AK,"Kenai Peninsula Borough, AK",68625.00,23.3,60.36637,-152.321973
2130,AK,"Ketchikan Gateway Borough, AK",75706.00,24.5,55.44994,-131.106685
2150,AK,"Kodiak Island Borough, AK",79669.00,26,57.55361,-153.630911
2164,AK,"Lake and Peninsula Borough, AK",51693.00,15.8,58.20507,-156.705188
2170,AK,"Matanuska-Susitna Borough, AK",75856.00,21.2,62.18217,-149.407974
2180,AK,"Nome Census Area, AK",58464.00,14.6,64.78369,-164.188912
2185,AK,"North Slope Borough, AK",84784.00,16.6,69.44934,-153.47283
2188,AK,"Northwest Arctic Borough, AK",61660.00,11.7,67.00507,-160.021086
2195,AK,"Petersburg Borough, AK",71296.00,27.6,56.63961,-133.527996
2198,AK,"Prince of Wales-Hyder Census Area, AK",50049.00,17.6,55.41568,-132.875734
2220,AK,"Sitka Borough/city, AK",80660.00,32.6,57.14251,-135.332624
2230,AK,"Skagway Municipality, AK",74898.00,33.7,59.5751,-135.335418
2240,AK,"Southeast Fairbanks Census Area, AK",69646.00,19.1,63.865,-143.218628
2261,AK,"Valdez-Cordova Census Area, AK",74574.00,30.6,61.34984,-145.023141
2275,AK,"Wrangell Borough/city, AK",62496.00,20.7,56.27912,-132.040326
2282,AK,"Yakutat Borough/city, AK",61587.00,20,59.99908,-140.239593
2290,AK,"Yukon-Koyukuk Census Area, AK",42063.00,13.4,65.37613,-151.576855
4001,AZ,"Apache County, AZ",35386.00,11.7,35.38585,-109.493747
4003,AZ,"Cochise County, AZ",48650.00,23,31.88179,-109.75412
4005,AZ,"Coconino County, AZ",58301.00,35.6,35.82969,-111.773728
4007,AZ,"Gila County, AZ",45980.00,18.5,33.78962,-110.81187
4009,AZ,"Graham County, AZ",50685.00,15.3,32.93183,-109.87831
4011,AZ,"Greenlee County, AZ",68066.00,11.9,33.23887,-109.242323
4012,AZ,"La Paz County, AZ",39407.00,12.4,33.72763,-114.038793
4013,AZ,"Maricopa County, AZ",68634.00,32,33.34654,-112.495534
4015,AZ,"Mohave County, AZ",49712.00,12.9,35.71771,-113.749689
4017,AZ,"Navajo County, AZ",40676.00,15.8,35.39093,-110.320908
4019,AZ,"Pima County, AZ",56150.00,31.9,32.12824,-111.783018
4021,AZ,"Pinal County, AZ",62067.00,19,32.91891,-111.367257
4023,AZ,"Santa Cruz County, AZ",47779.00,21,31.5259,-110.84519
4025,AZ,"Yavapai County, AZ",54242.00,25.2,34.63004,-112.573745
4027,AZ,"Yuma County, AZ",47024.00,14.8,32.77394,-113.910905
5001,AR,"Arkansas County, AR",52539.00,15.5,34.28957,-91.376547
5003,AR,"Ashley County, AR",47744.00,13.2,33.19084,-91.772267
5005,AR,"Baxter County, AR",41950.00,18.3,36.28071,-92.330438
5007,AR,"Benton County, AR",70775.00,32.4,36.33783,-94.256187
5009,AR,"Boone County, AR",50083.00,16,36.30431,-93.079204
5011,AR,"Bradley County, AR",39982.00,15.2,33.46382,-92.168164
5013,AR,"Calhoun County, AR",48415.00,12.1,33.56046,-92.513879
5015,AR,"Carroll County, AR",43841.00,20.4,36.33777,-93.541663
5017,AR,"Chicot County, AR",37014.00,14.7,33.26714,-91.297158
5019,AR,"Clark County, AR",44105.00,27.6,34.05331,-93.176205
5021,AR,"Clay County, AR",40686.00,11.6,36.3673,-90.418704
5023,AR,"Cleburne County, AR",46214.00,14.9,35.56629,-92.059974
5025,AR,"Cleveland County, AR",53773.00,16.2,33.8932,-92.188714
5027,AR,"Columbia County, AR",42964.00,20.6,33.21507,-93.226901
5029,AR,"Conway County, AR",46924.00,16,35.2657,-92.689248
5031,AR,"Craighead County, AR",47766.00,26.3,35.82827,-90.630411
5033,AR,"Crawford County, AR",44600.00,15.3,35.58304,-94.236224
5035,AR,"Crittenden County, AR",41976.00,18,35.21188,-90.315331
5037,AR,"Cross County, AR",45273.00,15.4,35.29126,-90.773894
5039,AR,"Dallas County, AR",41314.00,13.7,33.96782,-92.653999
5041,AR,"Desha County, AR",37005.00,12.4,33.82875,-91.244427
5043,AR,"Drew County, AR",44162.00,20.6,33.58724,-91.722778
5045,AR,"Faulkner County, AR",58482.00,30,35.14636,-92.324654
5047,AR,"Franklin County, AR",45670.00,11.8,35.50857,-93.887672
5049,AR,"Fulton County, AR",32926.00,11.8,36.38344,-91.819239
5051,AR,"Garland County, AR",45786.00,20.2,34.57886,-93.146915
5053,AR,"Grant County, AR",58566.00,18.3,34.28806,-92.423984
5055,AR,"Greene County, AR",47098.00,15.9,36.11992,-90.565241
5057,AR,"Hempstead County, AR",40867.00,15.1,33.72861,-93.665809
5059,AR,"Hot Spring County, AR",45860.00,14.7,34.31518,-92.944147
5061,AR,"Howard County, AR",41427.00,14.7,34.08318,-93.990988
5063,AR,"Independence County, AR",47903.00,18.9,35.7375,-91.559942
5065,AR,"Izard County, AR",40233.00,13.8,36.09488,-91.913625
5067,AR,"Jackson County, AR",38636.00,10.2,35.59661,-91.223178
5069,AR,"Jefferson County, AR",40555.00,17.8,34.2777,-91.930701
5071,AR,"Johnson County, AR",40396.00,15.8,35.57336,-93.466322
5073,AR,"Lafayette County, AR",37164.00,16.5,33.24066,-93.611643
5075,AR,"Lawrence County, AR",39604.00,15,36.0411,-91.101153
5077,AR,"Lee County, AR",30421.00,8.9,34.77975,-90.779288
5079,AR,"Lincoln County, AR",44272.00,8.9,33.95767,-91.727624
5081,AR,"Little River County, AR",43257.00,11.4,33.6995,-94.229774
5083,AR,"Logan County, AR",42249.00,12.1,35.21855,-93.720563
5085,AR,"Lonoke County, AR",62782.00,20.3,34.75511,-91.894132
5087,AR,"Madison County, AR",48016.00,12.5,36.01255,-93.724053
