fips_txt,Stabr,area_name,median_HHI_2019,bach_deg_pct_14to18
16021,ID,"Boundary County, ID","50,709",19
16023,ID,"Butte County, ID","51,742",18.2
16025,ID,"Camas County, ID","56,014",19.5
16027,ID,"Canyon County, ID","58,670",18.3
16029,ID,"Caribou County, ID","61,518",19.9
16031,ID,"Cassia County, ID","53,284",18.6
16033,ID,"Clark County, ID","48,726",15.5
16035,ID,"Clearwater County, ID","49,816",16.9
16037,ID,"Custer County, ID","49,055",23
16039,ID,"Elmore County, ID","47,796",16.4
16041,ID,"Franklin County, ID","55,421",18.1
16043,ID,"Fremont County, ID","56,162",20.9
16045,ID,"Gem County, ID","53,733",14.8
16047,ID,"Gooding County, ID","50,205",15.2
16049,ID,"Idaho County, ID","48,866",20.2
16051,ID,"Jefferson County, ID","63,078",22.6
16053,ID,"Jerome County, ID","56,320",14.9
16055,ID,"Kootenai County, ID","62,764",24.9
16057,ID,"Latah County, ID","54,999",45.1
16059,ID,"Lemhi County, ID","46,062",21.1
16061,ID,"Lewis County, ID","45,342",17.3
16063,ID,"Lincoln County, ID","50,608",10.1
16065,ID,"Madison County, ID","46,177",36.4
16067,ID,"Minidoka County, ID","56,173",13.4
16069,ID,"Nez Perce County, ID","67,645",21.9
16071,ID,"Oneida County, ID","55,833",15.5
16073,ID,"Owyhee County, ID","48,395",11.2
16075,ID,"Payette County, ID","53,643",14.2
16077,ID,"Power County, ID","50,981",15.9
16079,ID,"Shoshone County, ID","39,239",11.6
16081,ID,"Teton County, ID","73,637",41.5
16083,ID,"Twin Falls County, ID","56,141",20.6
16085,ID,"Valley County, ID","64,041",30.1
16087,ID,"Washington County, ID","45,813",14.8
17001,IL,"Adams County, IL","55,942",24.8
17003,IL,"Alexander County, IL","37,408",11.3
17005,IL,"Bond County, IL","53,447",21.8
17007,IL,"Boone County, IL","72,426",23.2
17009,IL,"Brown County, IL","60,254",13.7
17011,IL,"Bureau County, IL","57,935",19.7
17013,IL,"Calhoun County, IL","63,373",13.6
17015,IL,"Carroll County, IL","56,468",18.1
17017,IL,"Cass County, IL","51,011",14.6
17019,IL,"Champaign County, IL","53,485",44.4
17021,IL,"Christian County, IL","51,573",16.6
17023,IL,"Clark County, IL","58,323",17.6
17025,IL,"Clay County, IL","49,377",15.2
17027,IL,"Clinton County, IL","67,201",22.5
17029,IL,"Coles County, IL","50,467",25.6
17031,IL,"Cook County, IL","69,375",38
17033,IL,"Crawford County, IL","50,352",16.6
17035,IL,"Cumberland County, IL","53,991",15.8
17037,IL,"DeKalb County, IL","64,676",31.4
17039,IL,"De Witt County, IL","59,521",21.3
17041,IL,"Douglas County, IL","64,283",19
17043,IL,"DuPage County, IL","96,354",48.8
17045,IL,"Edgar County, IL","51,333",16.7
17047,IL,"Edwards County, IL","54,930",13.9
17049,IL,"Effingham County, IL","58,943",22.5
17051,IL,"Fayette County, IL","48,913",11.7
17053,IL,"Ford County, IL","55,369",20.2
17055,IL,"Franklin County, IL","43,695",15.9
17057,IL,"Fulton County, IL","50,461",17.6
17059,IL,"Gallatin County, IL","46,515",9.9
17061,IL,"Greene County, IL","52,116",12.4
17063,IL,"Grundy County, IL","83,135",23.6
17065,IL,"Hamilton County, IL","51,031",18.3
17067,IL,"Hancock County, IL","53,724",21.3
17069,IL,"Hardin County, IL","44,573",11.2
17071,IL,"Henderson County, IL","55,535",15.4
17073,IL,"Henry County, IL","61,680",22.6
17075,IL,"Iroquois County, IL","51,542",15.4
17077,IL,"Jackson County, IL","37,308",36
17079,IL,"Jasper County, IL","59,980",17.5
17081,IL,"Jefferson County, IL","50,531",17.4
17083,IL,"Jersey County, IL","63,351",20.5
17085,IL,"Jo Daviess County, IL","62,522",23.8
17087,IL,"Johnson County, IL","55,022",16.5
17089,IL,"Kane County, IL","84,311",33.1
17091,IL,"Kankakee County, IL","60,763",21
17093,IL,"Kendall County, IL","105,586",35.4
17095,IL,"Knox County, IL","43,404",18.5
17097,IL,"Lake County, IL","92,638",45
17099,IL,"LaSalle County, IL","59,528",17.9
17101,IL,"Lawrence County, IL","47,114",13.5
17103,IL,"Lee County, IL","57,619",17.7
17105,IL,"Livingston County, IL","54,422",15.7
17107,IL,"Logan County, IL","53,806",20.4
17109,IL,"McDonough County, IL","49,048",32.4
17111,IL,"McHenry County, IL","89,379",33.7
17113,IL,"McLean County, IL","69,230",44.8
17115,IL,"Macon County, IL","52,259",22.5
17117,IL,"Macoupin County, IL","54,174",19.4
17119,IL,"Madison County, IL","66,591",25.8
17121,IL,"Marion County, IL","52,291",15
17123,IL,"Marshall County, IL","63,628",16.8
17125,IL,"Mason County, IL","51,967",15.4
17127,IL,"Massac County, IL","54,159",13.2
17129,IL,"Menard County, IL","77,306",23.1
17131,IL,"Mercer County, IL","62,241",17.8
17133,IL,"Monroe County, IL","90,904",32.5
17135,IL,"Montgomery County, IL","51,665",15.6
17137,IL,"Morgan County, IL","55,937",19.9
17139,IL,"Moultrie County, IL","65,472",19.5
17141,IL,"Ogle County, IL","63,565",20
17143,IL,"Peoria County, IL","57,717",30.4
17145,IL,"Perry County, IL","56,880",11.7
17147,IL,"Piatt County, IL","72,265",27.9
17149,IL,"Pike County, IL","54,309",15.1
17151,IL,"Pope County, IL","46,478",13.4
17153,IL,"Pulaski County, IL","38,506",12.3
17155,IL,"Putnam County, IL","74,367",14.6
17157,IL,"Randolph County, IL","58,444",12.8
17159,IL,"Richland County, IL","49,775",21.3
17161,IL,"Rock Island County, IL","57,772",23.2
17163,IL,"St. Clair County, IL","57,726",27.3
17165,IL,"Saline County, IL","48,547",17.8
17167,IL,"Sangamon County, IL","61,768",34.2
17169,IL,"Schuyler County, IL","56,015",18.2
17171,IL,"Scott County, IL","61,231",15
17173,IL,"Shelby County, IL","61,376",16.9
17175,IL,"Stark County, IL","54,804",17.5
17177,IL,"Stephenson County, IL","51,786",19.3
17179,IL,"Tazewell County, IL","66,206",26.4
17181,IL,"Union County, IL","51,575",22.8
17183,IL,"Vermilion County, IL","46,295",15.1
17185,IL,"Wabash County, IL","54,249",17.2
17187,IL,"Warren County, IL","53,621",23
17189,IL,"Washington County, IL","64,297",20.6
17191,IL,"Wayne County, IL","51,829",14.6
17193,IL,"White County, IL","51,388",15.2
17195,IL,"Whiteside County, IL","50,880",18.5
17197,IL,"Will County, IL","90,249",34
17199,IL,"Williamson County, IL","56,958",22.6
17201,IL,"Winnebago County, IL","59,510",22.6
17203,IL,"Woodford County, IL","77,117",31.6
18001,IN,"Adams County, IN","53,532",15.3
18003,IN,"Allen County, IN","56,838",28.2
18005,IN,"Bartholomew County, IN","71,181",32.3
18007,IN,"Benton County, IN","55,016",16.9
18009,IN,"Blackford County, IN","46,811",13.6
18011,IN,"Boone County, IN","84,137",48.3
18013,IN,"Brown County, IN","59,617",27.4
18015,IN,"Carroll County, IN","58,965",17.2
18017,IN,"Cass County, IN","51,777",13.9
18019,IN,"Clark County, IN","59,441",20.9
18021,IN,"Clay County, IN","54,349",16.8
18023,IN,"Clinton County, IN","55,336",16.6
18025,IN,"Crawford County, IN","44,332",11.4
18027,IN,"Daviess County, IN","56,611",13.8
18029,IN,"Dearborn County, IN","71,351",21.6
18031,IN,"Decatur County, IN","60,891",19.6
18033,IN,"DeKalb County, IN","59,714",17.7
18035,IN,"Delaware County, IN","45,912",24.3
18037,IN,"Dubois County, IN","63,869",22.2
18039,IN,"Elkhart County, IN","55,782",19.2
18041,IN,"Fayette County, IN","48,499",11.6
18043,IN,"Floyd County, IN","64,614",29.5
18045,IN,"Fountain County, IN","55,337",15
18047,IN,"Franklin County, IN","67,315",19.8
18049,IN,"Fulton County, IN","55,011",14.4
18051,IN,"Gibson County, IN","61,872",17.4
18053,IN,"Grant County, IN","47,509",17.1
18055,IN,"Greene County, IN","51,918",14.8
18057,IN,"Hamilton County, IN","107,710",57.8
18059,IN,"Hancock County, IN","77,905",30.3
18061,IN,"Harrison County, IN","64,270",17.4
18063,IN,"Hendricks County, IN","85,827",36.3
18065,IN,"Henry County, IN","49,293",16.6
18067,IN,"Howard County, IN","54,048",21.2
18069,IN,"Huntington County, IN","54,565",19
18071,IN,"Jackson County, IN","59,472",15.5
18073,IN,"Jasper County, IN","65,352",14.9
18075,IN,"Jay County, IN","49,447",10.6
18077,IN,"Jefferson County, IN","53,378",17.9
18079,IN,"Jennings County, IN","55,022",11.1
18081,IN,"Johnson County, IN","74,427",31.8
18083,IN,"Knox County, IN","48,760",16.4
18085,IN,"Kosciusko County, IN","64,677",22.7
18087,IN,"LaGrange County, IN","70,746",10.4
18089,IN,"Lake County, IN","57,280",22.1
18091,IN,"LaPorte County, IN","56,427",17.9
18093,IN,"Lawrence County, IN","56,261",15.5
18095,IN,"Madison County, IN","54,145",18
18097,IN,"Marion County, IN","50,707",30.4
18099,IN,"Marshall County, IN","53,695",20.5
18101,IN,"Martin County, IN","56,735",13.4
18103,IN,"Miami County, IN","53,658",12.7
18105,IN,"Monroe County, IN","53,113",45.6
18107,IN,"Montgomery County, IN","54,366",18.1
18109,IN,"Morgan County, IN","63,414",16.9
18111,IN,"Newton County, IN","61,457",11.2
18113,IN,"Noble County, IN","60,980",14.3
18115,IN,"Ohio County, IN","58,294",13.7
18117,IN,"Orange County, IN","47,931",12.3
18119,IN,"Owen County, IN","53,387",12.6
18121,IN,"Parke County, IN","51,554",12.2
18123,IN,"Perry County, IN","53,908",14.9
18125,IN,"Pike County, IN","52,378",13.7
18127,IN,"Porter County, IN","74,064",28.2
18129,IN,"Posey County, IN","68,435",20.7
18131,IN,"Pulaski County, IN","52,432",12.5
18133,IN,"Putnam County, IN","64,098",16.1
18135,IN,"Randolph County, IN","50,496",14.3
18137,IN,"Ripley County, IN","61,219",18.1
18139,IN,"Rush County, IN","54,371",13
18141,IN,"St. Joseph County, IN","53,881",29.2
18143,IN,"Scott County, IN","50,571",11.9
18145,IN,"Shelby County, IN","59,798",19.4
18147,IN,"Spencer County, IN","59,183",14.9
18149,IN,"Starke County, IN","54,001",10.8
18151,IN,"Steuben County, IN","59,444",20.6
18153,IN,"Sullivan County, IN","53,375",10.8
18155,IN,"Switzerland County, IN","52,482",9.9
18157,IN,"Tippecanoe County, IN","51,228",37.7
18159,IN,"Tipton County, IN","69,960",23
18161,IN,"Union County, IN","53,866",16.9
18163,IN,"Vanderburgh County, IN","51,603",26.3
18165,IN,"Vermillion County, IN","50,723",13.4
18167,IN,"Vigo County, IN","48,082",24.5
18169,IN,"Wabash County, IN","59,874",18.4
18171,IN,"Warren County, IN","64,109",18.9
18173,IN,"Warrick County, IN","79,644",29.6
18175,IN,"Washington County, IN","51,948",13.2
18177,IN,"Wayne County, IN","47,885",18.2
18179,IN,"Wells County, IN","61,636",18.1
18181,IN,"White County, IN","58,295",16.8
18183,IN,"Whitley County, IN","67,347",20.9
19001,IA,"Adair County, IA","57,977",15.4
19003,IA,"Adams County, IA","53,385",17.7
19005,IA,"Allamakee County, IA","56,240",18.5
19007,IA,"Appanoose County, IA","41,672",17.1
19009,IA,"Audubon County, IA","53,197",14.6
19011,IA,"Benton County, IA","70,023",22.6
19013,IA,"Black Hawk County, IA","60,010",28.6
19015,IA,"Boone County, IA","63,975",24.8
19017,IA,"Bremer County, IA","67,229",30.3
19019,IA,"Buchanan County, IA","67,906",20.6
19021,IA,"Buena Vista County, IA","57,048",19.6
19023,IA,"Butler County, IA","57,080",17.5
19025,IA,"Calhoun County, IA","57,007",19.5
19027,IA,"Carroll County, IA","61,379",22.2
19029,IA,"Cass County, IA","53,692",19.6
19031,IA,"Cedar County, IA","71,029",23
19033,IA,"Cerro Gordo County, IA","54,589",22.7
19035,IA,"Cherokee County, IA","59,901",21.4
19037,IA,"Chickasaw County, IA","60,111",16.9
19039,IA,"Clarke County, IA","57,708",16.9
19041,IA,"Clay County, IA","57,174",22.6
19043,IA,"Clayton County, IA","53,223",17.2
19045,IA,"Clinton County, IA","56,865",19.1
19047,IA,"Crawford County, IA","58,077",12.8
19049,IA,"Dallas County, IA","97,535",49.4
19051,IA,"Davis County, IA","57,150",20.5
19053,IA,"Decatur County, IA","44,873",23.5
19055,IA,"Delaware County, IA","70,091",16.6
19057,IA,"Des Moines County, IA","53,547",20.5
19059,IA,"Dickinson County, IA","66,211",31.3
19061,IA,"Dubuque County, IA","62,481",30.5
19063,IA,"Emmet County, IA","55,635",20.2
19065,IA,"Fayette County, IA","53,142",19.8
19067,IA,"Floyd County, IA","55,369",19.9
19069,IA,"Franklin County, IA","55,847",17.7
19071,IA,"Fremont County, IA","60,498",19.3
19073,IA,"Greene County, IA","55,562",20.1
19075,IA,"Grundy County, IA","73,683",28
19077,IA,"Guthrie County, IA","64,965",19.8
19079,IA,"Hamilton County, IA","63,234",24.3
19081,IA,"Hancock County, IA","62,030",23.1
19083,IA,"Hardin County, IA","57,103",19.8
19085,IA,"Harrison County, IA","63,901",18.8
19087,IA,"Henry County, IA","57,747",20.1
19089,IA,"Howard County, IA","58,028",14.9
19091,IA,"Humboldt County, IA","56,695",20.8
19093,IA,"Ida County, IA","58,249",19
19095,IA,"Iowa County, IA","66,861",19.1
19097,IA,"Jackson County, IA","57,687",18.8
19099,IA,"Jasper County, IA","67,317",17.9
19101,IA,"Jefferson County, IA","51,741",31.6
19103,IA,"Johnson County, IA","67,295",53
19105,IA,"Jones County, IA","63,399",18.4
19107,IA,"Keokuk County, IA","54,937",18.2
19109,IA,"Kossuth County, IA","59,568",18.3
19111,IA,"Lee County, IA","51,089",15.7
19113,IA,"Linn County, IA","64,783",33
19115,IA,"Louisa County, IA","60,544",14.2
19117,IA,"Lucas County, IA","53,085",17
19119,IA,"Lyon County, IA","66,139",21.4
19121,IA,"Madison County, IA","72,578",23.9
19123,IA,"Mahaska County, IA","59,242",22.3
19125,IA,"Marion County, IA","66,381",26.4
19127,IA,"Marshall County, IA","55,631",19
19129,IA,"Mills County, IA","72,679",23.7
19131,IA,"Mitchell County, IA","61,247",17.7
19133,IA,"Monona County, IA","53,104",16.7
19135,IA,"Monroe County, IA","56,397",16.6
19137,IA,"Montgomery County, IA","52,715",17.5
19139,IA,"Muscatine County, IA","61,767",22
19141,IA,"O'Brien County, IA","60,298",19.9
19143,IA,"Osceola County, IA","60,702",18.1
19145,IA,"Page County, IA","52,179",21.3
19147,IA,"Palo Alto County, IA","55,074",25
19149,IA,"Plymouth County, IA","69,165",21
19151,IA,"Pocahontas County, IA","56,146",14.7
19153,IA,"Polk County, IA","67,331",36.1
19155,IA,"Pottawattamie County, IA","60,322",21.2
19157,IA,"Poweshiek County, IA","57,741",25.1
19159,IA,"Ringgold County, IA","50,890",20.6
19161,IA,"Sac County, IA","59,392",20.6
19163,IA,"Scott County, IA","65,724",31.9
19165,IA,"Shelby County, IA","60,498",20.8
19167,IA,"Sioux County, IA","71,566",28.1
19169,IA,"Story County, IA","64,151",51.1
19171,IA,"Tama County, IA","56,281",16.1
19173,IA,"Taylor County, IA","51,510",14.9
19175,IA,"Union County, IA","52,914",17.2
19177,IA,"Van Buren County, IA","50,425",14.1
19179,IA,"Wapello County, IA","50,533",18
19181,IA,"Warren County, IA","79,557",31.7
19183,IA,"Washington County, IA","63,230",21.5
19185,IA,"Wayne County, IA","49,962",13
19187,IA,"Webster County, IA","53,344",19.6
19189,IA,"Winnebago County, IA","50,258",22.4
19191,IA,"Winneshiek County, IA","65,482",29.7
19193,IA,"Woodbury County, IA","58,419",23
19195,IA,"Worth County, IA","60,139",15.5
19197,IA,"Wright County, IA","54,251",17.7
20001,KS,"Allen County, KS","46,690",20.4
20003,KS,"Anderson County, KS","51,352",17.5
20005,KS,"Atchison County, KS","51,860",21.9
20007,KS,"Barber County, KS","50,660",18.3
20009,KS,"Barton County, KS","50,754",18.4
20011,KS,"Bourbon County, KS","47,452",20.6
20013,KS,"Brown County, KS","47,558",21.8
20015,KS,"Butler County, KS","66,199",29
20017,KS,"Chase County, KS","51,022",21.6
20019,KS,"Chautauqua County, KS","43,664",16.8
20021,KS,"Cherokee County, KS","47,682",19.1
20023,KS,"Cheyenne County, KS","47,323",26.3
20025,KS,"Clark County, KS","59,085",31.5
20027,KS,"Clay County, KS","52,781",27.2
20029,KS,"Cloud County, KS","46,299",22.5
20031,KS,"Coffey County, KS","62,715",22.9
20033,KS,"Comanche County, KS","47,854",18.6
20035,KS,"Cowley County, KS","51,537",20.1
20037,KS,"Crawford County, KS","42,723",29.5
20039,KS,"Decatur County, KS","46,878",23.5
20041,KS,"Dickinson County, KS","58,066",22.1
20043,KS,"Doniphan County, KS","52,596",19.3
20045,KS,"Douglas County, KS","62,559",50.4
20047,KS,"Edwards County, KS","49,047",17.9
20049,KS,"Elk County, KS","41,930",15
20051,KS,"Ellis County, KS","51,237",34.8
20053,KS,"Ellsworth County, KS","56,988",20.4
20055,KS,"Finney County, KS","57,412",17.1
20057,KS,"Ford County, KS","54,604",17.6
20059,KS,"Franklin County, KS","55,984",19.5
20061,KS,"Geary County, KS","58,978",21.9
20063,KS,"Gove County, KS","52,986",22.7
20065,KS,"Graham County, KS","48,912",26.2
20067,KS,"Grant County, KS","65,178",15.4
20069,KS,"Gray County, KS","69,077",21
20071,KS,"Greeley County, KS","58,492",29
20073,KS,"Greenwood County, KS","44,876",19.6
20075,KS,"Hamilton County, KS","55,857",18.2
20077,KS,"Harper County, KS","47,540",17.1
20079,KS,"Harvey County, KS","62,961",31
20081,KS,"Haskell County, KS","62,477",16.3
20083,KS,"Hodgeman County, KS","58,360",28.4
20085,KS,"Jackson County, KS","60,615",21.3
20087,KS,"Jefferson County, KS","68,549",21.9
20089,KS,"Jewell County, KS","46,017",16.9
20091,KS,"Johnson County, KS","91,913",55.3
20093,KS,"Kearny County, KS","67,301",15.9
20095,KS,"Kingman County, KS","56,907",24.2
20097,KS,"Kiowa County, KS","49,588",27.9
20099,KS,"Labette County, KS","44,170",17.8
20101,KS,"Lane County, KS","60,315",21.6
20103,KS,"Leavenworth County, KS","75,840",31.7
20105,KS,"Lincoln County, KS","47,557",22.6
20107,KS,"Linn County, KS","62,876",16
20109,KS,"Logan County, KS","53,538",17.6
20111,KS,"Lyon County, KS","49,840",27.3
20113,KS,"McPherson County, KS","65,834",29
20115,KS,"Marion County, KS","51,771",25.1
20117,KS,"Marshall County, KS","55,858",18.6
20119,KS,"Meade County, KS","64,640",20.1
20121,KS,"Miami County, KS","74,428",27.7
20123,KS,"Mitchell County, KS","51,979",25.3
20125,KS,"Montgomery County, KS","44,240",18.2
20127,KS,"Morris County, KS","54,775",20.1
20129,KS,"Morton County, KS","56,175",17.1
20131,KS,"Nemaha County, KS","63,373",24.5
20133,KS,"Neosho County, KS","49,533",20.6
20135,KS,"Ness County, KS","54,727",18.9
20137,KS,"Norton County, KS","49,739",15.9
20139,KS,"Osage County, KS","55,655",18.6
20141,KS,"Osborne County, KS","46,351",23
20143,KS,"Ottawa County, KS","58,729",23.5
20145,KS,"Pawnee County, KS","65,141",18.8
20147,KS,"Phillips County, KS","51,546",22.3
20149,KS,"Pottawatomie County, KS","73,685",34.5
20151,KS,"Pratt County, KS","53,980",28.1
20153,KS,"Rawlins County, KS","50,768",25.1
20155,KS,"Reno County, KS","53,371",20.5
20157,KS,"Republic County, KS","47,082",24.5
20159,KS,"Rice County, KS","56,350",23.2
20161,KS,"Riley County, KS","51,996",46
20163,KS,"Rooks County, KS","49,485",24
20165,KS,"Rush County, KS","53,189",23.1
20167,KS,"Russell County, KS","46,112",25.9
20169,KS,"Saline County, KS","56,741",26.2
20171,KS,"Scott County, KS","62,914",24.9
20173,KS,"Sedgwick County, KS","60,014",30.9
20175,KS,"Seward County, KS","55,727",11.1
20177,KS,"Shawnee County, KS","59,451",30.8
20179,KS,"Sheridan County, KS","54,627",21.4
20181,KS,"Sherman County, KS","54,000",19.1
20183,KS,"Smith County, KS","45,915",19.1
20185,KS,"Stafford County, KS","51,007",23.9
20187,KS,"Stanton County, KS","63,401",19.3
20189,KS,"Stevens County, KS","61,264",12.2
20191,KS,"Sumner County, KS","53,618",22.2
20193,KS,"Thomas County, KS","58,652",25.5
20195,KS,"Trego County, KS","52,597",22.8
20197,KS,"Wabaunsee County, KS","66,168",23.3
20199,KS,"Wallace County, KS","54,714",30.9
20201,KS,"Washington County, KS","46,263",20.3
20203,KS,"Wichita County, KS","54,009",21.1
20205,KS,"Wilson County, KS","46,243",14.4
20207,KS,"Woodson County, KS","43,751",13.5
20209,KS,"Wyandotte County, KS","47,292",17.4
21001,KY,"Adair County, KY","37,650",16.3
21003,KY,"Allen County, KY","47,307",14.6
21005,KY,"Anderson County, KY","61,308",20.3
21007,KY,"Ballard County, KY","48,053",13.3
21009,KY,"Barren County, KY","44,859",16
21011,KY,"Bath County, KY","42,248",12.4
21013,KY,"Bell County, KY","30,940",8.9
21015,KY,"Boone County, KY","78,806",31.6
21017,KY,"Bourbon County, KY","47,046",18.9
21019,KY,"Boyd County, KY","50,017",20.2
21021,KY,"Boyle County, KY","53,644",23.4
21023,KY,"Bracken County, KY","53,289",13.7
21025,KY,"Breathitt County, KY","33,407",14.3
21027,KY,"Breckinridge County, KY","46,069",11.1
21029,KY,"Bullitt County, KY","66,335",14.2
21031,KY,"Butler County, KY","46,305",12.6
21033,KY,"Caldwell County, KY","44,144",15.3
21035,KY,"Calloway County, KY","45,574",29
21037,KY,"Campbell County, KY","66,520",33.5
21039,KY,"Carlisle County, KY","49,659",14.8
21041,KY,"Carroll County, KY","51,672",8.8
21043,KY,"Carter County, KY","43,492",13.7
21045,KY,"Casey County, KY","34,751",13.3
21047,KY,"Christian County, KY","46,390",17.3
21049,KY,"Clark County, KY","55,428",20.1
21051,KY,"Clay County, KY","30,175",9.5
21053,KY,"Clinton County, KY","34,005",10.1
21055,KY,"Crittenden County, KY","44,595",13.1
21057,KY,"Cumberland County, KY","34,897",13.1
21059,KY,"Daviess County, KY","52,620",22.9
21061,KY,"Edmonson County, KY","47,482",10.8
21063,KY,"Elliott County, KY","34,262",8.3
21065,KY,"Estill County, KY","35,004",9.9
21067,KY,"Fayette County, KY","58,981",42.9
21069,KY,"Fleming County, KY","43,943",12.7
21071,KY,"Floyd County, KY","35,828",11.2
21073,KY,"Franklin County, KY","58,917",29.8
21075,KY,"Fulton County, KY","34,376",13.3
21077,KY,"Gallatin County, KY","55,273",11.6
21079,KY,"Garrard County, KY","51,757",16.8
21081,KY,"Grant County, KY","55,210",13.6
21083,KY,"Graves County, KY","48,038",16.3
21085,KY,"Grayson County, KY","43,771",10.4
21087,KY,"Green County, KY","38,896",12
21089,KY,"Greenup County, KY","52,179",17.2
21091,KY,"Hancock County, KY","60,626",11
21093,KY,"Hardin County, KY","57,711",23
21095,KY,"Harlan County, KY","30,050",10.8
21097,KY,"Harrison County, KY","51,475",14.8
21099,KY,"Hart County, KY","42,718",11.8
21101,KY,"Henderson County, KY","53,199",17.9
21103,KY,"Henry County, KY","51,806",12.2
21105,KY,"Hickman County, KY","52,331",17.6
21107,KY,"Hopkins County, KY","48,769",16
21109,KY,"Jackson County, KY","34,940",12.2
21111,KY,"Jefferson County, KY","59,025",32.7
21113,KY,"Jessamine County, KY","62,533",29.5
21115,KY,"Johnson County, KY","31,202",14.9
21117,KY,"Kenton County, KY","68,692",30.4
21119,KY,"Knott County, KY","32,613",12.9
21121,KY,"Knox County, KY","31,634",13.1
21123,KY,"Larue County, KY","49,785",10.1
21125,KY,"Laurel County, KY","44,033",13.4
21127,KY,"Lawrence County, KY","38,055",10
21129,KY,"Lee County, KY","30,905",10.3
21131,KY,"Leslie County, KY","32,202",9.7
21133,KY,"Letcher County, KY","32,435",11.7
21135,KY,"Lewis County, KY","37,410",11
21137,KY,"Lincoln County, KY","43,220",11.1
21139,KY,"Livingston County, KY","50,521",11.4
21141,KY,"Logan County, KY","48,902",15
21143,KY,"Lyon County, KY","52,978",15.9
21145,KY,"McCracken County, KY","48,219",24.6
21147,KY,"McCreary County, KY","32,701",6.9
21149,KY,"McLean County, KY","51,184",12
21151,KY,"Madison County, KY","50,316",30.5
21153,KY,"Magoffin County, KY","32,045",9.7
21155,KY,"Marion County, KY","48,062",13.2
21157,KY,"Marshall County, KY","57,945",18.8
21159,KY,"Martin County, KY","34,291",8.5
21161,KY,"Mason County, KY","47,861",18.9
21163,KY,"Meade County, KY","54,946",18.2
21165,KY,"Menifee County, KY","37,457",11.3
21167,KY,"Mercer County, KY","55,267",17.5
21169,KY,"Metcalfe County, KY","38,978",13.1
21171,KY,"Monroe County, KY","36,512",12.9
21173,KY,"Montgomery County, KY","52,903",16.3
21175,KY,"Morgan County, KY","37,433",13.6
21177,KY,"Muhlenberg County, KY","45,049",11.1
21179,KY,"Nelson County, KY","64,795",17.2
21181,KY,"Nicholas County, KY","38,084",10.2
21183,KY,"Ohio County, KY","47,542",13.3
21185,KY,"Oldham County, KY","101,152",42.2
21187,KY,"Owen County, KY","51,494",9.9
21189,KY,"Owsley County, KY","28,727",16.2
21191,KY,"Pendleton County, KY","58,962",11.3
21193,KY,"Perry County, KY","38,000",12.3
21195,KY,"Pike County, KY","36,875",13
21197,KY,"Powell County, KY","41,760",14.7
21199,KY,"Pulaski County, KY","43,568",15.3
21201,KY,"Robertson County, KY","47,017",16
21203,KY,"Rockcastle County, KY","40,790",10.6
21205,KY,"Rowan County, KY","44,068",26.6
21207,KY,"Russell County, KY","44,056",12.9
21209,KY,"Scott County, KY","74,719",28.6
21211,KY,"Shelby County, KY","71,737",24.2
21213,KY,"Simpson County, KY","52,931",14.2
21215,KY,"Spencer County, KY","79,863",20.2
21217,KY,"Taylor County, KY","48,485",19.2
21219,KY,"Todd County, KY","47,742",12.9
21221,KY,"Trigg County, KY","49,955",16.9
21223,KY,"Trimble County, KY","58,998",12
21225,KY,"Union County, KY","49,870",11
21227,KY,"Warren County, KY","53,238",30.6
21229,KY,"Washington County, KY","51,286",17.7
21231,KY,"Wayne County, KY","34,449",12.8
21233,KY,"Webster County, KY","49,079",9.8
21235,KY,"Whitley County, KY","38,191",19.2
21237,KY,"Wolfe County, KY","32,773",7.6
21239,KY,"Woodford County, KY","67,815",32.9
22001,LA,"Acadia Parish, LA","44,728",13.4
22003,LA,"Allen Parish, LA","47,111",12.7
22005,LA,"Ascension Parish, LA","83,072",26.8
22007,LA,"Assumption Parish, LA","51,763",10.2
22009,LA,"Avoyelles Parish, LA","38,316",12.1
22011,LA,"Beauregard Parish, LA","55,343",17.5
22013,LA,"Bienville Parish, LA","37,198",12.4
22015,LA,"Bossier Parish, LA","54,080",25.6
22017,LA,"Caddo Parish, LA","45,613",23.5
22019,LA,"Calcasieu Parish, LA","53,050",21.9
22021,LA,"Caldwell Parish, LA","44,007",14.2
22023,LA,"Cameron Parish, LA","60,317",11.6
22025,LA,"Catahoula Parish, LA","36,794",11.7
22027,LA,"Claiborne Parish, LA","36,497",14.7
22029,LA,"Concordia Parish, LA","36,276",12.8
22031,LA,"De Soto Parish, LA","47,347",14.2
22033,LA,"East Baton Rouge Parish, LA","56,303",34.7
22035,LA,"East Carroll Parish, LA","29,943",8.5
22037,LA,"East Feliciana Parish, LA","50,041",12.6
22039,LA,"Evangeline Parish, LA","35,146",12.8
22041,LA,"Franklin Parish, LA","35,484",11.9
22043,LA,"Grant Parish, LA","49,544",8.4
22045,LA,"Iberia Parish, LA","47,731",12.7
22047,LA,"Iberville Parish, LA","55,198",14.5
22049,LA,"Jackson Parish, LA","43,232",13.5
22051,LA,"Jefferson Parish, LA","55,909",26.1
22053,LA,"Jefferson Davis Parish, LA","47,988",15.9
22055,LA,"Lafayette Parish, LA","60,053",32.1
22057,LA,"Lafourche Parish, LA","54,145",16.6
22059,LA,"LaSalle Parish, LA","51,014",12.2
22061,LA,"Lincoln Parish, LA","41,608",36.5
22063,LA,"Livingston Parish, LA","63,852",18.3
