,BreweryName,BreweryType,Latitude,Longitude,County,State
0,Siluria Brewing Company,planning,33.2442813,-86.8163773,Shelby,AL
1,Cheaha Brewing Co,brewpub,33.6601671,-85.8337740514949,Calhoun,AL
2,Avondale Brewing Co,micro,33.524521,-86.774322,Jefferson,AL
3,Trim Tab Brewing,micro,33.5128492349817,-86.7914000624146,,
4,Birmingham District Brewing,planning,33.5206824,-86.8024326,Jefferson,AL
5,Brewpub In Planning - Birmingham,planning,33.5206824,-86.8024326,,
6,Ghost Train Brewing Co,micro,33.5141593469388,-86.7940615102041,Jefferson,AL
7,Good People Brewing Co,micro,33.5075946077931,-86.8121799456595,Jefferson,AL
8,Cross-Eyed Owl Brewing Co.,micro,34.6041206530612,-86.9866330204082,,
9,Fairhope Brewing Co,micro,30.516291,-87.898282,Baldwin,AL
10,Bluewater Brewing Co,micro,34.8041295,-87.6597052887684,Lauderdale,AL
11,"Singin' River Brewing Company, LLC",micro,34.8016657,-87.668929940884,Lauderdale,AL
12,Back Forty Beer Co,micro,34.016888,-86.005006,Etowah,AL
13,Big Beach Brewing Company,micro,30.278051,-87.683039,,
14,Main Channel Brewing Company,micro,34.3387368412698,-86.3121603492064,,
15,Yellowhammer Brewery,micro,34.7277523,-86.5932014,,
16,Below the Radar Brewing Co,brewpub,34.7327236530612,-86.5858393061225,,
17,Chandler's Ford Brewing LLC,planning,34.729847,-86.5859011,,
18,InnerSpace Brewing Company,micro,34.7277523,-86.5932014,Madison,AL
19,Mad Malts Brewery & Tap Room,micro,34.746475,-86.585242,Madison,AL
20,Salty Nut Brewery,micro,34.7277523,-86.5932014,,
21,Straight to Ale,micro,34.7277523,-86.5932014,Madison,AL
22,Green Bus Brewing,brewpub,34.7301050335608,-86.5840513571761,Madison,AL
23,Tallulah Brewing Company,micro,33.830796,-87.278675,Walker,AL
24,Twisted Barley Brewing Company,micro,33.832359,-87.28338,,
25,Old Black Bear Brewing,micro,34.6932934545455,-86.7492240909091,,
26,Rocket Republic Brewing Company,micro,34.6728014,-86.7740173304273,Madison,AL
27,Brewery in Planning - Mobile,planning,30.6943566,-88.0430541,Mobile,AL
28,Haint Blue Brewing Company,contract,30.6847432069419,-88.051261838738,Mobile,AL
29,Old Majestic Brewing Company,planning,30.6943566,-88.0430541,,
30,Serda Brewing Company,micro,30.6879563,-88.0493871301972,Mobile,AL
31,Red Clay Brewing Company,micro,32.6493954206225,-85.3787541825702,,
32,Sand Mtn brewery,planning,34.5789747,-85.986644,Jackson,AL
33,5 Rivers Brewing LLC,planning,30.6749127,-87.9152724,Baldwin,AL
34,Ferus Artisan Ales,planning,33.6196266,-86.6084342,Jefferson,AL
35,Band of Brothers Brewing Company,micro,33.1984907123707,-87.5621551272424,Tuscaloosa,AL
36,Black Warrior Brewing Co.,micro,33.2106175454545,-87.565915,Tuscaloosa,AL
37,Druid City Brewing,micro,33.1999747350306,-87.5437361470987,,
38,King Street Brewing Co,micro,61.1384893547315,-149.879076042937,,
39,49th State Brewing Co - Anchorage,brewpub,61.2197366,-149.895819630259,Anchorage,AK
40,Anchorage Brewing Co,micro,61.1385311,-149.8893581,,
41,Broken Tooth Brewing Co,brewpub,61.2225517048454,-149.843763795249,Anchorage,AK
42,Faults Brewing,planning,61.2163129,-149.8948523,Anchorage,AK
43,Humpy's Great Alaskan Alehouse,contract,61.2165020023101,-149.893892836775,Anchorage,AK
44,Midnight Sun Brewing Co,micro,61.1471249,-149.8445465,Anchorage,AK
45,Resolution Brewing Company,brewpub,61.2199788932932,-149.823091047009,Anchorage,AK
46,"Resolution Brewing Compnay, LLC",micro,61.2199788932932,-149.823091047009,,
47,Turnagain Brewing,planning,61.2163129,-149.8948523,,
48,"Cooper Landing Brewing Company, LLC.",micro,60.4952185,-149.847849500835,Kenai Peninsula,AK
49,HooDoo Brewing Co,micro,64.8485550111944,-147.759819939718,Fairbanks North Star,AK
50,Midnite Mine Brewpub,planning,64.837845,-147.716675,,
51,Silver Gulch Brewing Co,micro,64.9570858831622,-147.62197608655,Fairbanks North Star,AK
52,Girdwood Brewing Company,micro,60.9578421,-149.1540907,,
53,Haines Brewing Co,micro,59.2357624,-135.4551927,,
54,Icy Strait Brewery,micro,58.110318744898,-135.446488673469,,
55,Barnaby Brewing Company,micro,58.3017758843016,-134.407726539973,Juneau,AK
56,Alaskan Brewing Co.,regional,58.3568123068526,-134.491876286925,Juneau,AK
57,Devil's Club Brewing,brewpub,58.301309,-134.406956,Juneau,AK
58,"Inside Passage Brewing Company, LLC",planning,55.3430696,-131.6466819,Ketchikan Gateway,AK
59,Baleen Brewing Co.,planning,55.3430696,-131.6466819,,
60,"Kodiak Island Brewing Co, LLC",micro,57.7900825595856,-152.40715497121,,
61,Klondike Brewing Company,brewpub,59.4538574343434,-135.318872070707,Skagway,AK
62,Kenai River Brewing Co,brewpub,60.4850753,-151.0561141,Kenai Peninsula,AK
63,St Elias Brewing Co,micro,60.4914867311424,-151.047229286693,,
64,Growler Bay Brewing Co,planning,61.1299396,-146.3493638,Chugach,AK
65,Bearpaw River Brewing Co,micro,61.5752695,-149.4127103,Matanuska-Susitna,AK
66,Last Frontier Brewing Company,brewpub,61.5814829990806,-149.439553425176,,
67,Old Bisbee Brewing,micro,31.4427216923077,-109.913843769231,,
68,BJs Restaurant & Brewery - Chandler,brewpub,33.3053455,-111.911126,Maricopa,AZ
69,SanTan Brewing Co,regional,33.3032436,-111.8423459,Maricopa,AZ
70,Roadrunner Abbey Brewing,planning,33.3067132,-111.8408489,Maricopa,AZ
71,SanTan Brewing Co - Uptown Chandler,micro,33.3352048,-111.8384052,,
72,The Perch Pub & Brewery,brewpub,33.3000878,-111.8424808,,
73,Edge Of The World Brewery,micro,36.9941047,-112.9740725,Mohave,AZ
74,Flagstaff Brewing Co,brewpub,35.2109064,-111.523296,,
75,Lumberyard Brewing Co Taproom and Grille,micro,35.1964377,-111.648578,Coconino,AZ
76,Mother Road Brewing Co,micro,35.196928,-111.6524478,Coconino,AZ
77,Desert Monks Brewing Co.,planning,33.3528259,-111.7890239,Maricopa,AZ
78,Flying Basset Brewing,brewpub,33.3209814810127,-111.805438886076,,
79,O.H.S.O. Brewery - Gilbert,brewpub,33.3508552,-111.7896117,Maricopa,AZ
80,Gordon Biersch Brewery Restaurant - Glendale,brewpub,33.5050851,-112.2638679,,
81,Saddle Mountain Brewing Company,brewpub,33.4572737,-112.3970112,Maricopa,AZ
82,Black Bridge Brewery,micro,35.1895876968531,-114.051737005448,,
83,Rickety Cricket Brewing,brewpub,35.19028906381,-114.061498100513,Mohave,AZ
84,Mudshark Brewing Co,micro,34.4689736300844,-114.342433477881,,
85,Barley Brothers Brewery,brewpub,34.4770677,-114.3206399,Mohave,AZ
86,College Street Brewhouse and Pub,micro,34.5075404422947,-114.347596097639,,
87,Pinetop Brewing Company,brewpub,34.1430123076923,-109.956176923077,Navajo,AZ
88,Wicked Monkey Brewing Co,planning,32.4446988,-111.2157091,,
89,12 West Brewing Company - Production Facility,micro,33.436188,-111.586066176293,,
90,Desert Eagle Brewing Company,micro,33.4148261,-111.8568311,Maricopa,AZ
91,Oro Brewing Company,micro,33.4151998242077,-111.837050306223,,
92,Richter Aleworks,micro,33.6687744976834,-112.238054093359,Maricopa,AZ
93,Wren House Brewing Company,micro,33.516633,-112.0301125,,
94,Deep Roots Brewing,planning,33.4485866,-112.0773456,Maricopa,AZ
95,Helio Basin Brewing Company,brewpub,33.4804619,-112.0028173,,
96,Helton Brewing Company,brewpub,33.4946865,-111.9805956,,
97,"Mother Bunch Brewing, Inc.",micro,33.4572674,-112.0649987,Maricopa,AZ
98,North Mountain Brewing Co,brewpub,33.5678786503786,-112.066091857742,Maricopa,AZ
99,O.H.S.O. Eatery + NanoBrewery,brewpub,33.49501715,-111.975830991319,Maricopa,AZ
100,SanTan Brewing Co,planning,33.4485866,-112.0773456,Maricopa,AZ
101,Science,planning,33.4485866,-112.0773456,Maricopa,AZ
102,Sonoran Brewing,contract,33.4475332,-111.9805737,,
103,State 48 Brewery,planning,33.4485866,-112.0773456,,
104,Sun Up Brewing Co.,brewpub,33.50950925,-112.068777346556,Maricopa,AZ
105,Sun Up Brewing Company 330,planning,33.4485866,-112.0773456,Maricopa,AZ
106,The Phoenix Ale Brewery,micro,33.4457883,-111.9642922,Maricopa,AZ
107,Walter Station Brewery,planning,33.4485866,-112.0773456,,
108,Coppertop Alehouse and Still Works,brewpub,34.5385194418589,-112.470303973229,Yavapai,AZ
109,Granite Mountain Brewing,micro,34.54238481217,-112.468601799769,Yavapai,AZ
110,LazyG Brewhouse,planning,34.5402813,-112.469518,Yavapai,AZ
111,Prescott Brewing Co - Production Facility,micro,34.649529,-112.4132617,,
112,Old Ellsworth Brewing Company,brewpub,33.2451128463629,-111.634389355296,Maricopa,AZ
113,Bad Water Brewing,contract,33.4972615652174,-111.924474347826,Maricopa,AZ
114,CRAFT 64,contract,33.4931529975966,-111.931927098678,,
115,Goldwater Brewing Co,micro,33.658427,-111.9254955,Maricopa,AZ
116,McFate Brewing Company,brewpub,33.658427,-111.9254955,Maricopa,AZ
117,State 48 Barrel and Lager House,planning,33.5091215,-111.8992365,Maricopa,AZ
118,Two Brothers Scottsdale Tap House and Brewery,brewpub,33.658427,-111.9254955,Maricopa,AZ
119,Whirling Skirmish Brewing Company,planning,33.5091215,-111.8992365,Maricopa,AZ
120,Loco Patron Mexican Brewery,brewpub,33.6216475,-111.897770741602,Maricopa,AZ
121,Scottsdale Beer Company,brewpub,33.5828595,-111.8951852,,
122,Sedona Beer Company,planning,34.8657757,-111.7929891,,
123,Brewery in Planning - Sierra Vista,planning,31.5545401,-110.3036929,,
124,State 48 Brewery,brewpub,33.63822125,-112.357813820157,Maricopa,AZ
125,Four Peaks Brewery & Taproom,large,33.402871377966,-111.944654908083,,
126,Sleepy Dog Brewing Co,micro,33.422606,-111.9041833,Maricopa,AZ
127,The Shop Beer Co.,micro,33.4291738366844,-111.951429159213,,
128,Tombstone Brewing Company,micro,31.7136026845638,-110.072281805369,Cochise,AZ
129,1912 Brewing,micro,32.2467372722906,-110.992750525872,,
130,BlackRock Brewers,micro,32.201608314954,-110.821778571134,Pima,AZ
131,Dragoon Brewing Co,micro,32.2504946147872,-111.005452051979,Pima,AZ
132,Barrio Brewing Co,micro,32.214613,-110.959665,,
133,Corbett Brewing Company,micro,32.2263408526684,-110.966790000908,,
134,Crooked Tooth Brewing Co.,micro,32.2276230220053,-110.967733199346,,
135,Dillinger Brewing Company,micro,32.2997436,-110.9785303,,
136,Green Feet Brewing,micro,32.1843632,-110.9232648,Pima,AZ
137,Public Brewhouse,micro,32.2240171836735,-110.964884816327,Pima,AZ
138,Pueblo Vida Brewing Co,micro,32.2214274,-110.9451764,Pima,AZ
139,Sentinel Peak Brewing Company,brewpub,32.2505857,-110.8552229,,
140,Borderlands Brewing Co,micro,32.2233468061147,-110.967630483658,Pima,AZ
141,The Address Brewing / 1702 Beer & Pizza,micro,32.23567665,-110.946585309028,,
142,Grand Canyon Brewing Company,micro,35.2500282,-112.1892168,Coconino,AZ
143,"Brewery in Planning - Yuma, AZ",planning,32.7253249,-114.624397,,
144,Prison Hill Brewing Co,brewpub,32.7229185,-114.6181995,Yuma,AZ
145,Slate Rock Brewing Company,micro,34.2640692796861,-93.4611304275487,Clark,AR
146,Bike Rack Brewing Co - 8th Street Market,micro,36.364069,-94.200584,Benton,AR
147,Gotahold Brewing Company,planning,36.4000796,-93.7392419,Carroll,AR
148,Apple Blossom Brewing Co,brewpub,36.1297079,-94.1372796,,
149,Columbus House Brewery,micro,36.0771652,-94.1688685443672,Washington,AR
150,Crisis Brewing LLC,micro,36.0595970427386,-94.1608753945713,Washington,AR
151,Fayetteville Brewing Company,planning,36.0625843,-94.1574328,Washington,AR
152,Fossil Cove Brewing Co,brewpub,36.0879053,-94.1647828743272,,
153,Hog Haus Brewing Co,brewpub,36.0666309,-94.1652437133366,,
154,JJs Brewing Company,brewpub,36.11719055,-94.1571434160088,,
155,Puritan Brew Company,contract,36.066188,-94.1620702,Washington,AR
156,Tiny Tim's Pizza /West Mountain Brewery,brewpub,36.0617393,-94.1602601,Washington,AR
157,Fort Smith Brewing Company,micro,35.310777,-94.298483,,
158,SQZBX Brewery,brewpub,34.5075190336429,-93.0557935951065,Garland,AR
159,Lost Forty Brewing,micro,34.742845,-92.260019,Pulaski,AR
160,Rebel Kettle Brewing Company,brewpub,34.7421112653061,-92.2620919591837,Pulaski,AR
161,Blue Canoe Brewing Co,micro,34.73235495962,-92.2536680720849,Pulaski,AR
162,Buffalo Brewing Company At The Water Buffalo,micro,34.752616,-92.366648,Pulaski,AR
163,Damgoode Pies,brewpub,34.7475388,-92.2653101,,
164,Lost 40 brewing,micro,34.7426855790517,-92.25901,,
165,Refined Ale Brewery,micro,34.7308344651163,-92.3184696976744,Pulaski,AR
166,Stone's Throw Brewing,brewpub,34.7397885,-92.2680663333333,Pulaski,AR
167,Vino's Pizza Pub Brewery,brewpub,34.7434391973995,-92.2814021238178,Pulaski,AR
168,Whistleing Springs Brewing Company / Dark Hills Brewery,planning,36.2553543,-94.1307587,Benton,AR
169,Rapp's Barren Brewing Company,micro,36.3326432,-92.3599724,Baxter,AR
170,Norfork Brewing Company,micro,36.2245472,-92.2711893,,
171,Diamond Bear Brewing Co,micro,34.7594277548278,-92.2726892120821,,
172,Brick Oven Pizza Co / Brick & Forge Brewing,brewpub,36.0316358142169,-90.5204797204622,Greene,AR
173,Bentonville Brewing Co,micro,36.3168272,-94.1178372,Benton,AR
174,Hawk Moth Brewing Co,planning,36.3320197,-94.1185366,Benton,AR
175,Ozark Beer Company,micro,36.3335034,-94.1147203,,
176,New Province Brewing Company,micro,36.3553520033412,-94.1327921626482,Benton,AR
177,LAB Brewing Co / Twisted Oak Tavern,brewpub,34.1451193082735,-118.779913319513,Los Angeles,CA
178,Ladyface Ale Companie,brewpub,34.1440421589215,-118.766153587872,Los Angeles,CA
179,Alameda Island Brewing Company,micro,37.7683363123474,-122.239450559516,Alameda,CA
180,Almanac Beer Company,micro,37.7834497667258,-122.306283180899,Alameda,CA
181,Faction Brewing Co,micro,37.7866722,-122.3097077,,
182,Junction Brewery & Grill,brewpub,38.1658134,-122.261689,Napa,CA
183,Back Street Brewery & Tasting Room,micro,33.7998367777778,-117.896089444444,Orange,CA
184,Anaheim Brewery,micro,33.8328226,-117.9125249,,
185,Ballast Point Brewing Company,planning,33.8347516,-117.911732,,
186,Bottle Logic Brewing,micro,33.8495705,-117.859722637846,Orange,CA
187,Brewheim Brewing Company,planning,33.8347516,-117.911732,,
188,Bruery Terreux,micro,33.8579369161764,-117.841875871588,,
189,H2OPS LLC,planning,33.8347516,-117.911732,Orange,CA
190,Legends Craft Brewery,micro,33.8162808526878,-117.898062087944,Orange,CA
191,JT Schmids Restaurant & Brewery,brewpub,33.8056683,-117.8770639,Orange,CA
192,Phantom Ales,brewpub,33.8540325,-117.8667466,,
193,Mt Lowe Brewing Company,micro,34.1433223061224,-118.026825367347,Los Angeles,CA
194,Snowshoe Brewing Co,brewpub,38.2423881,-120.3617024,,
195,Figueroa Mountain Brewing - Arroyo Grande,brewpub,35.12102175,-120.60595819353,,
196,Dead Oak Brewing Company,micro,35.4897884,-120.6687359,San Luis Obispo,CA
197,Tent City Beer Company,micro,35.487726,-120.66767,San Luis Obispo,CA
198,Auburn Alehouse,brewpub,38.8961210674875,-121.078958250811,Placer,CA
199,Moonraker Brewing Company (Production Facility),micro,38.952499158384,-121.081368585457,Placer,CA
200,Tap and Vine,brewpub,38.8995673848688,-121.06949555199,Placer,CA
201,Crooked Lane Brewing Co,micro,38.9086988790416,-121.076938366006,Placer,CA
202,Catalina Island Brew House,micro,33.3434987,-118.3256345,,
203,Great Change Brewing,planning,35.3738712,-119.0194639,Kern,CA
204,Lengthwise Brewing Co,brewpub,35.3132345617977,-119.088547235955,,
205,Temblor Brewing Company,brewpub,35.3885985,-119.043071,Kern,CA
206,Brew Rebellion,micro,33.9256848888889,-116.876825,,
207,Bruehol Brewing LLC,proprietor,38.0808631276286,-122.127563713858,,
208,Fieldwork Brewing Co,regional,37.88157297059,-122.302214696327,,
209,The Rare Barrel,micro,37.8576209,-122.2914445,Alameda,CA
210,Gilman Brewing Company,micro,37.879466,-122.2998747,Alameda,CA
211,Hoi Polloi Brewpub and Beat Lounge,micro,37.8487711,-122.272181,,
212,Jupiter,brewpub,37.8697889,-122.2676799,Alameda,CA
213,Triple Rock Brewery and Alehouse,brewpub,37.873419,-122.268746,Alameda,CA
214,Trumer Brewery,regional,37.8768652612762,-122.303026514994,Alameda,CA
215,Big Bear Lake Brewing Co,brewpub,34.2425583,-116.9110287,,
216,Big Bear Mountain Brewery,brewpub,34.2387606160615,-116.923041952145,,
217,Mountain Rambler Brewery,micro,37.3606708,-118.3944494,Inyo,CA
218,Mad River Brewing Co,micro,40.878682,-123.992063,Humboldt,CA
219,TAPS Fish House and Brewery - Brea,brewpub,33.9171643,-117.9018387,Orange,CA
220,BJs Restaurant & Brewery - Brea,brewpub,33.9152037,-117.88632452245,Orange,CA
221,Firestone Walker Barrelworks,micro,34.624862704698,-120.188344744966,,
222,Figueroa Mountain Brewing,regional,34.61068975,-120.202222556244,Santa Barbara,CA
223,Brewery At Simmzys Burbank,brewpub,34.1572656,-118.3336262,,
224,Gordon Biersch Brewery Restaurant - Burbank,brewpub,34.1804175878314,-118.308339665739,Los Angeles,CA
225,Henson Brewing,micro,34.1816482,-118.3258554,,
226,Lincoln Beer Company,micro,34.2060527272727,-118.346620636364,Los Angeles,CA
227,Verdugo West Brewing Company,micro,34.17375015,-118.310368236032,Los Angeles,CA
228,Steelhead Brewing Co - Burlingame Station,brewpub,37.5799728,-122.346260663132,San Mateo,CA
229,Johnny's Calistoga / Mud City Brews,brewpub,38.578753,-122.579054,Napa,CA
230,Napa Valley Brewing Co/ Calistoga Inn,brewpub,38.5769344444444,-122.579631222222,,
231,"Brewery in Planning - Camarillo, CA",planning,34.2163939,-119.0376024,Ventura,CA
232,Institution Ale Company,brewpub,34.2164669058823,-119.020337176471,,
233,927 Beer Company,micro,35.5666725,-121.0985408,San Luis Obispo,CA
234,Climber Nine Brewing,planning,38.68200185,-120.985144245184,El Dorado,CA
235,HWY 50 Brewery,planning,38.7382366,-120.6749302,El Dorado,CA
236,Jack Russell Farm Ales,brewpub,38.753686472179,-120.680166365218,El Dorado,CA
237,Campbell Brewing Co,micro,37.2870748,-121.9332743,Santa Clara,CA
238,8one8 Brewing Company,micro,34.2218019,-118.5885323,Los Angeles,CA
239,Sante Adairius Rustic Ales,micro,36.9822865,-121.9405748,Santa Cruz,CA
240,Rouleur Brewing Company,micro,33.133904,-117.269558,San Diego,CA
241,Karl Strauss Brewing Co - Carlsbad,brewpub,33.124447,-117.314236,San Diego,CA
242,Papa Marce's Cerveceria,planning,33.1580933,-117.3505966,,
243,Pizza Port - Bressi Ranch,regional,33.1280776077661,-117.251077328407,,
244,Pizza Port Carlsbad,regional,33.1598703,-117.347715240745,,
245,Kuracali Inc,proprietor,33.11493,-117.315852,San Diego,CA
246,LogOff Brewing LLC,planning,38.62709845,-121.322242227554,,
247,Island Brewing Co,micro,34.3959039183673,-119.521007020408,Santa Barbara,CA
248,Rincon Brewery,brewpub,34.39834,-119.517858636364,,
249,Teeccino Brewing Company,planning,34.3988838,-119.5184564,,
250,Cayucos Brewing Co,contract,35.4471102222222,-120.902188358025,San Luis Obispo,CA
251,Great Beer Co,contract,34.2464328163265,-118.593284510204,Los Angeles,CA
252,Hand-Brewed Beer,micro,34.247668949495,-118.593024121212,Los Angeles,CA
253,British Bulldog Brewery,micro,39.8308113831538,-121.846831607774,Butte,CA
254,Eckert Malting and Brewing Co,micro,39.7142883877551,-121.824160183673,,
255,Sierra Nevada Brewing Co,regional,39.7257632,-121.8098801,Butte,CA
256,Chula Vista Brewery,micro,32.641495,-117.080369,San Diego,CA
257,Novo Brazil Brewing Company,micro,32.6518762,-116.9613594,San Diego,CA
258,Thr3e Punks Ale,micro,32.642827,-117.080107,San Diego,CA
259,Brewery in Planning - Claremont,planning,34.0966764,-117.7197785,Los Angeles,CA
260,Brewery In Planning - Claremont,planning,34.0966764,-117.7197785,Los Angeles,CA
261,Two Dude Brew,planning,38.9582307,-122.6263728,Lake,CA
262,Cloverdale Ale Company's Ruth McGowan's Brewpub,brewpub,38.8053232210103,-123.016572852146,,
263,559 Local Brewing,micro,36.8251717101389,-119.701748652921,Fresno,CA
264,Kings River Brewing Company,planning,36.8252277,-119.7029194,,
265,MachineHead Brewing Co.,planning,36.8252277,-119.7029194,Fresno,CA
266,Riley's Brew Pub,brewpub,36.855494,-119.6452626,,
267,Zone 9 Brewing Company,micro,36.8261033101924,-119.690656660515,,
268,Main Street Brewery,brewpub,33.8925168,-117.5636924,Riverside,CA
269,Stone Church Brewing,micro,33.8131807,-117.5046237,Riverside,CA
270,"Storytellers Brewery and Meet House, LLC",planning,33.8752945,-117.5664449,,
271,TAPS Fish House and Brewery - Corona,brewpub,33.8140831529874,-117.508854100175,,
272,Coronado Brewing Co,regional,32.6873641,-117.1791416,San Diego,CA
273,Alosta Brewing Co,micro,34.1036502643654,-117.878146550423,Los Angeles,CA
274,Port O'Pints Brewing Co.,brewpub,41.7686313926072,-124.199308523735,Del Norte,CA
275,Seaquake Brewing,brewpub,41.749045,-124.200063,Del Norte,CA
276,Brewery in Planning - Culver City,planning,34.0211224,-118.3964665,,
277,Brewery In Planning - Daly City,planning,37.7057671,-122.4619205,San Mateo,CA
278,Dunloe Brewing LLC,micro,38.5447433,-121.731124228063,Yolo,CA
279,Sudwerk Brewing Co,micro,38.546614,-121.726084,,
280,Super Owl Brewing,micro,38.5536351536866,-121.787547042088,,
281,Three Mile Brewing Co,micro,38.5440352156362,-121.739122047377,Yolo,CA
282,El Dorado Brewing Co,micro,38.6942363008724,-120.834516094692,El Dorado,CA
283,Solid Ground Brewing,brewpub,38.6932793,-120.8219606,,
284,Inc 82 Brewing,brewpub,37.7059588,-121.9377474,Alameda,CA
285,Dunsmuir Brewery Works,brewpub,41.211366,-122.271862,,
286,Burning Beard Brewing,micro,32.8120128709882,-116.971783587523,San Diego,CA
287,Elevation 66 Brewing Co,brewpub,37.9020418,-122.3030241,Contra Costa,CA
288,El Segundo Brewing Co,micro,33.91771,-118.4156967,Los Angeles,CA
289,Surfridge Brewing Company,planning,33.912594,-118.383179,Los Angeles,CA
290,Tilted Mash Brewery,micro,38.3880465600215,-121.361147165058,Sacramento,CA
291,Brewery In Planning - Elk Grove,planning,38.4087993,-121.3716178,Sacramento,CA
292,Flatland Brewing Company,micro,38.376847113657,-121.356768554505,Sacramento,CA
293,Devil's Potion Brewing Company LLC,planning,33.1216751,-117.0814849,San Diego,CA
294,Escondido Brewing Company,micro,33.124632,-117.097042,,
295,Plan 9 Alehouse,brewpub,33.1212147114584,-117.08217073041,San Diego,CA
296,Stone Brewing Co,regional,33.109969,-117.11565,San Diego,CA
297,Etna Brewing Co LLC,micro,41.4567414090909,-122.8918305,Siskiyou,CA
298,Paystreak Brewing,brewpub,41.4565805040105,-122.893701519339,,
299,Humboldt Springs Brewing Co,planning,40.8020712,-124.1636729,,
300,"Lost Coast Brewery and Cafe - Table Bluff Brewing, Inc.",regional,40.8030204693878,-124.164814102041,Humboldt,CA
301,The Booth Brewing Co.,micro,40.80226985,-124.174307223734,Humboldt,CA
302,Fair Oaks Brew Pub,brewpub,38.6418184858012,-121.268739323019,Sacramento,CA
303,Iron Springs Pub & Brewery,brewpub,37.9867011101135,-122.586252472669,Marin,CA
304,Anheuser-Busch Inc â Fairfield,large,38.2365838,-122.090299182842,Solano,CA
305,Blue Frog Brewing Company,micro,38.2585569,-122.0600589,,
306,Chau Tien Beer Company,contract,38.2493581,-122.0399663,Solano,CA
307,Old Country Brewing,planning,38.2493581,-122.0399663,,
308,Fallbrook Brewing Co,micro,33.3827337938989,-117.25164253479,San Diego,CA
309,North Coast Brewing Co Inc.,regional,39.4461840612245,-123.805760387755,,
310,Eel River Brewing Co,micro,40.5787419613881,-124.152447104672,,
311,Black Magic Brewing,planning,33.7038145,-117.9627349,,
312,Fossil Fuels Brewing Co,contract,37.4989939,-121.9215949,,
313,Jack's Brewing Co,brewpub,37.5442084028756,-121.988402464161,,
314,JP DasBrew,micro,37.5043737,-121.9577836,,
315,Sequoia Brewing Co - Tower District,brewpub,36.7577440769231,-119.801962153846,Fresno,CA
316,411 Broadway Ales,planning,36.7295295,-119.708861260756,Fresno,CA
317,Full Circle Brewing Co,micro,36.7268371852137,-119.790779671265,,
318,Sackbut Brewing and Barrelwerks,micro,36.7394665849273,-119.771520598509,Fresno,CA
319,Tactical OPS Brewing Inc.,proprietor,36.7913344,-119.6761563,Fresno,CA
320,Tioga-Sequoia Brewing Co,micro,36.7307167943916,-119.78830790357,Fresno,CA
321,Bootleggers Brewery,micro,33.87004,-117.928591,Orange,CA
322,Bootleggers Brewery,micro,33.8674125344355,-117.908009484784,Orange,CA
323,River Rock Brewery,micro,38.253278904173,-121.300412597904,,
324,Golden State Brew and Grill,brewpub,37.0088398004623,-121.569583923907,Santa Clara,CA
325,Brewyard Beer Company LLC,micro,34.159644,-118.3018112,Los Angeles,CA
326,Can Of Worms Brewing,planning,34.192912,-118.246248614754,Los Angeles,CA
327,Oak Grove Brewing Company,planning,34.192912,-118.246248614754,Los Angeles,CA
328,Hollister Brewing Co,brewpub,34.428764,-119.873842,,
329,Draughtsmen Aleworks,micro,34.4314617171717,-119.875990868687,Santa Barbara,CA
330,Stumptown Brewery,brewpub,38.5132067725656,-122.983801660587,Sonoma,CA
331,Brewjeria Company,planning,33.9930677,-117.9686755,Los Angeles,CA
332,Sacrilege Brewing Project,brewpub,37.460938,-122.42991315,San Mateo,CA
333,Brewery in Planning - Appleton,planning,33.911454,-118.34816,,
334,Common Space Brewery,micro,33.9165311870278,-118.332857374938,,
335,Los Angeles Ale Works,micro,33.9149155,-118.3322768,,
336,Buffalo Bills Brewery,brewpub,37.6770284,-122.0768666,,
337,Bear Republic Brewing Co,regional,38.6110317,-122.8713046,,
338,Abigaile,brewpub,33.8734519,-118.4048656,Los Angeles,CA
339,Brewery At Abigaile,brewpub,33.8734519,-118.4048656,Los Angeles,CA
340,Brewery Twenty Five,micro,36.8535938163265,-121.400836918367,San Benito,CA
341,Grillin & Chillin Alehouse,brewpub,36.851857298284,-121.398518972827,San Benito,CA
342,"Humble Farmer Brewing Co., Inc.",micro,32.8093331020408,-115.376335,Imperial,CA
343,Riip Beer Company,micro,33.6480028,-117.9872302,Orange,CA
344,Idyllwild Brewpub,brewpub,33.7436194950938,-116.71129596075,Riverside,CA
345,Tortugo Brewing Company,planning,33.96185,-118.3550377,Los Angeles,CA
346,Evans Brewing Co / Bayhawk Ales,micro,33.6856079818737,-117.855966694867,,
347,Left Coast Brewing Co. Tasting Room Smokehouse Distillery,brewpub,33.66814585,-117.764073295511,,
348,Jamul Brewing Co. - Production Only,micro,32.709923,-116.87742,San Diego,CA
349,Nickel Beer Co,micro,33.0762994189637,-116.590154368311,San Diego,CA
350,Julian Brewing Co,micro,33.079171,-116.603975,San Diego,CA
351,June Lake Brewing,micro,37.7783528228924,-119.077203195397,Mono,CA
352,Kelsey Creek Brewing,micro,38.9778256849289,-122.838290326681,Lake,CA
353,Absolution By the Sea,brewpub,32.8408338849995,-117.27401668866,,
354,The Fat Cat Beer Co,contract,32.8486900816327,-117.272442979592,San Diego,CA
355,Karl Strauss Brewing Co - La Jolla,brewpub,32.8467900923526,-117.27421410957,,
356,Rock Bottom Brewery - La Jolla,brewpub,32.870929,-117.23519,San Diego,CA
357,Bolt Brewery,brewpub,32.771889,-117.02043,San Diego,CA
